No,BlockID,Previous,PH,Volt,Datetime,Hash
1351,62c6875d1d83a,7741311,6.9964,2.580648,14:12:29 07-07-2022,9391596
1352,62c6876925b9d,9391596,7.126611,2.55721,14:12:41 07-07-2022,4723618
1353,62c687752c14a,4723618,6.997759,2.580403,14:12:53 07-07-2022,3823057
1354,62c687812c4d5,3823057,7.125255,2.557454,14:13:05 07-07-2022,8786646
1355,62c6878d30149,8786646,6.982837,2.583089,14:13:17 07-07-2022,68676
1356,62c687994b8cc,68676,7.071001,2.56722,14:13:29 07-07-2022,02584183
1357,62c687a53aa23,02584183,7.125255,2.557454,14:13:41 07-07-2022,3438667
1358,62c687b14e86e,3438667,7.11576,2.559163,14:13:53 07-07-2022,6649582
1359,62c687bd46b52,6649582,7.15645,2.551839,14:14:05 07-07-2022,4015961
1360,62c687c9484d3,4015961,7.189005,2.545979,14:14:17 07-07-2022,767157
1361,62c687d54ea73,767157,7.153738,2.552327,14:14:29 07-07-2022,6885854
1362,62c687e1512cb,6885854,6.868904,2.603597,14:14:41 07-07-2022,9507004
1363,62c687ed5a0a2,9507004,6.990974,2.581625,14:14:53 07-07-2022,8107338
1364,62c687f96072d,8107338,6.992331,2.58138,14:15:05 07-07-2022,4042838
1365,62c6880569d08,4042838,7.03438,2.573812,14:15:17 07-07-2022,1227298
1366,62c6881165128,1227298,7.08999,2.563802,14:15:29 07-07-2022,4591104
1367,62c6881d695b9,4591104,7.107622,2.560628,14:15:41 07-07-2022,1099198
1368,62c688297863c,1099198,7.228339,2.538899,14:15:53 07-07-2022,5143424
1369,62c68835783b0,5143424,7.096771,2.562581,14:16:05 07-07-2022,7493935
1370,62c688417c0e5,7493935,7.098128,2.562337,14:16:17 07-07-2022,4907249
1371,62c6884d83115,4907249,7.179508,2.547688,14:16:29 07-07-2022,08654844
1372,62c688598161e,08654844,6.989618,2.581869,14:16:41 07-07-2022,4081545
1373,62c688658852a,4081545,7.13068,2.556478,14:16:53 07-07-2022,8402034
1374,62c688718cd38,8402034,7.113048,2.559651,14:17:05 07-07-2022,7399093
1375,62c6887d8f1f9,7399093,7.000472,2.579915,14:17:17 07-07-2022,5626206
1376,62c68889964b4,5626206,7.132036,2.556233,14:17:29 07-07-2022,8455076
1377,62c6889599c0a,8455076,7.142887,2.55428,14:17:41 07-07-2022,7732189
1378,62c688a19db41,7732189,7.057438,2.569661,14:17:53 07-07-2022,1774848
1379,62c688ada8418,1774848,7.134749,2.555745,14:18:05 07-07-2022,6016294
1380,62c688b9b0614,6016294,7.009963,2.578207,14:18:17 07-07-2022,05322182
1381,62c688c5af729,05322182,7.118473,2.558675,14:18:29 07-07-2022,3143903
1382,62c688d1bcfed,3143903,7.033024,2.574056,14:18:41 07-07-2022,9245061
1383,62c688ddb7fb4,9245061,7.07507,2.566487,14:18:53 07-07-2022,92936
1384,62c688e9c1ab8,92936,7.180864,2.547444,14:19:05 07-07-2022,4114995
1385,62c688f5c5624,4114995,6.98148,2.583333,14:19:17 07-07-2022,03470278
1386,62c68901cc272,03470278,7.119829,2.558431,14:19:29 07-07-2022,6019526
1387,62c6890dcba46,6019526,7.17137,2.549153,14:19:41 07-07-2022,2818758
1388,62c68919d095b,2818758,7.08999,2.563802,14:19:53 07-07-2022,6995792
1389,62c68925d7776,6995792,7.019458,2.576498,14:20:05 07-07-2022,4783442
1390,62c68931ddf25,4783442,7.01946,2.576497,14:20:17 07-07-2022,02273214
1391,62c6893dddd4d,02273214,7.018104,2.576741,14:20:29 07-07-2022,8488612
1392,62c68949e24e5,8488612,7.163232,2.550618,14:20:41 07-07-2022,5041196
1393,62c68955e9588,5041196,7.168657,2.549642,14:20:53 07-07-2022,8835486
1394,62c68961efdff,8835486,7.137462,2.555257,14:21:05 07-07-2022,9840609
1395,62c6896e00a83,9840609,7.114404,2.559407,14:21:18 07-07-2022,06883752
1396,62c6897a13e5f,06883752,7.030311,2.574544,14:21:30 07-07-2022,9457618
1397,62c689a10959c,None,7.220201,2.540364,14:22:09 07-07-2022,5202887
1398,62c689ad0de28,5202887,7.134749,2.555745,14:22:21 07-07-2022,1428145
1399,62c689b91761a,1428145,7.170013,2.549397,14:22:33 07-07-2022,4781093
1400,62c689c51c490,4781093,7.137462,2.555257,14:22:45 07-07-2022,3959302
1401,62c689d120e6a,3959302,7.104909,2.561116,14:22:57 07-07-2022,4460364
1402,62c689dd3299a,4460364,7.031667,2.5743,14:23:09 07-07-2022,2757314
1403,62c689e92703a,2757314,7.030311,2.574544,14:23:21 07-07-2022,6794665
1404,62c689f52a075,6794665,7.024886,2.575521,14:23:33 07-07-2022,2573607
1405,62c68a012f366,2573607,7.053369,2.570394,14:23:45 07-07-2022,915195
1406,62c68a0d3b13f,915195,7.066932,2.567952,14:23:57 07-07-2022,105608
1407,62c68a1938bcd,105608,7.01946,2.576497,14:24:09 07-07-2022,573312
1408,62c68a2542f23,573312,7.073714,2.566731,14:24:21 07-07-2022,367519
1409,62c68a314c8f4,367519,7.312432,2.523762,14:24:33 07-07-2022,970348
1410,62c68a3d47cf5,970348,7.289374,2.527913,14:24:45 07-07-2022,5237742
1411,62c68a494c89a,5237742,7.30565,2.524983,14:24:57 07-07-2022,4249227
1412,62c68a555136c,4249227,7.292087,2.527424,14:25:09 07-07-2022,6473156
1413,62c68a6155be7,6473156,7.293443,2.52718,14:25:21 07-07-2022,9128766
1414,62c68a6d5f21f,9128766,7.324639,2.521565,14:25:33 07-07-2022,07757688
1415,62c68a795f5c3,07757688,7.296155,2.526692,14:25:45 07-07-2022,1387521
1416,62c68a85654d2,1387521,7.206635,2.542806,14:25:57 07-07-2022,2395432
1417,62c68a916ac39,2395432,7.085921,2.564534,14:26:09 07-07-2022,1572301
1418,62c68a9d6f374,1572301,7.302938,2.525471,14:26:21 07-07-2022,2537676
1419,62c68aa974068,2537676,7.342274,2.518391,14:26:33 07-07-2022,4287578
1420,62c68ab57a338,4287578,7.416872,2.504963,14:26:45 07-07-2022,8041925
1421,62c68ac17e820,8041925,7.308362,2.524495,14:26:57 07-07-2022,7720548
1422,62c68acd8364a,7720548,7.391102,2.509602,14:27:09 07-07-2022,1224349
1423,62c68ad98e643,1224349,7.41009,2.506184,14:27:21 07-07-2022,2529145
1424,62c68ae5943d4,2529145,7.420941,2.50423,14:27:33 07-07-2022,6872981
1425,62c68af1911cd,6872981,7.403309,2.507404,14:27:45 07-07-2022,6482148
1426,62c68afd96471,6482148,7.400596,2.507893,14:27:57 07-07-2022,9314681
1427,62c68b099aaa1,9314681,7.41009,2.506184,14:28:09 07-07-2022,06172562
1428,62c68b159f6e8,06172562,7.198497,2.544271,14:28:21 07-07-2022,7133945
1429,62c68b21abe56,7133945,7.167301,2.549886,14:28:33 07-07-2022,3802284
1430,62c68b2da8946,3802284,7.260891,2.53304,14:28:45 07-07-2022,704121
1431,62c68b39b27cc,704121,7.29073,2.527668,14:28:57 07-07-2022,6722645
1432,62c68b45b8b52,6722645,7.288018,2.528157,14:29:09 07-07-2022,6468518
1433,62c68b51b77b4,6468518,7.275811,2.530354,14:29:21 07-07-2022,2810501
1434,62c68b5dbc89d,2810501,7.225624,2.539388,14:29:33 07-07-2022,7525147
1435,62c68b69d2eab,7525147,7.152381,2.552571,14:29:45 07-07-2022,408535
1436,62c68b75c7878,408535,7.163232,2.550618,14:29:57 07-07-2022,09685254
1437,62c68b81cbccf,09685254,7.26496,2.532307,14:30:09 07-07-2022,4044293
1438,62c68b8dd49db,4044293,7.321926,2.522053,14:30:21 07-07-2022,4004416
1439,62c68b99d637a,4004416,7.157806,2.551595,14:30:33 07-07-2022,03659105
1440,62c68ba5da213,03659105,7.267673,2.531819,14:30:45 07-07-2022,8905526
1441,62c68bb1e1d2f,8905526,7.237831,2.53719,14:30:57 07-07-2022,02780378
1442,62c68bbde5632,02780378,7.015391,2.577229,14:31:09 07-07-2022,2164768
1443,62c68bc9ebeed,2164768,7.315147,2.523273,14:31:21 07-07-2022,8196405
1444,62c68bd5f1bd2,8196405,7.271741,2.531086,14:31:33 07-07-2022,8235746
1445,62c68be1f2aa9,8235746,7.214776,2.54134,14:31:45 07-07-2022,4338517
1446,62c68bee074fe,4338517,7.153738,2.552327,14:31:58 07-07-2022,6952178
1447,62c68bfa0691e,6952178,7.136105,2.555501,14:32:10 07-07-2022,2096825
1448,62c68c060d3d3,2096825,7.255466,2.534016,14:32:22 07-07-2022,8357769
1449,62c68c12213b2,8357769,7.285305,2.528645,14:32:34 07-07-2022,1979064
1450,62c68c1e15f0a,1979064,7.297512,2.526448,14:32:46 07-07-2022,8820807
1451,62c68c2a1b071,8820807,7.297512,2.526448,14:32:58 07-07-2022,5683208
1452,62c68c36219ed,5683208,7.267673,2.531819,14:33:10 07-07-2022,6366967
1453,62c68c422b90a,6366967,7.149669,2.55306,14:33:22 07-07-2022,2613227
1454,62c68c4e32c5d,2613227,7.206637,2.542805,14:33:34 07-07-2022,03322148
1455,62c68c5a2e43a,03322148,7.285305,2.528645,14:33:46 07-07-2022,8870033
1456,62c68c6633113,8870033,7.293443,2.52718,14:33:58 07-07-2022,9925662
1457,62c68c7238c19,9925662,7.225626,2.539387,14:34:10 07-07-2022,6759654
1458,62c68c7e3ca64,6759654,7.174083,2.548665,14:34:22 07-07-2022,5956525
1459,62c68c8a4139c,5956525,7.380251,2.511555,14:34:34 07-07-2022,146006
1460,62c68c964ad49,146006,7.251397,2.534749,14:34:46 07-07-2022,2618384
1461,62c68ca25fb6a,2618384,7.184933,2.546712,14:34:58 07-07-2022,9958961
1462,62c68cae5182e,9958961,7.201212,2.543782,14:35:10 07-07-2022,05626678
1463,62c68cba5ac49,05626678,7.275811,2.530354,14:35:22 07-07-2022,8612052
1464,62c68cc6595a0,8612052,7.35855,2.515461,14:35:34 07-07-2022,04353881
1465,62c68cd2600fb,04353881,7.121185,2.558187,14:35:46 07-07-2022,9417253
1466,62c68cde634bb,9417253,7.214776,2.54134,14:35:58 07-07-2022,4830911
1467,62c68cea6796f,4830911,7.243258,2.536213,14:36:10 07-07-2022,6045704
1468,62c68cf66d877,6045704,7.102197,2.561604,14:36:22 07-07-2022,4207137
1469,62c68d02781f8,4207137,7.296155,2.526692,14:36:34 07-07-2022,2295418
1470,62c68d0e75c31,2295418,7.098128,2.562337,14:36:46 07-07-2022,3587266
1471,62c68d1a815ec,3587266,7.328711,2.520832,14:36:58 07-07-2022,5013614
1472,62c68d26807fb,5013614,7.108978,2.560384,14:37:10 07-07-2022,2054144
1473,62c68d3284ecf,2054144,7.344986,2.517902,14:37:22 07-07-2022,7204727
1474,62c68d3e92f5c,7204727,7.01946,2.576497,14:37:34 07-07-2022,5545093
1475,62c68d4a8e301,5545093,7.366688,2.513996,14:37:46 07-07-2022,3674474
1476,62c68d5694e15,3674474,7.058794,2.569417,14:37:58 07-07-2022,5930962
1477,62c68d62a0526,5930962,7.298868,2.526204,14:38:10 07-07-2022,5891618
1478,62c68d6e9faba,5891618,7.229692,2.538655,14:38:22 07-07-2022,9674536
1479,62c68d7ac48cf,9674536,7.062863,2.568685,14:38:34 07-07-2022,8364612
1480,62c68d86a5965,8364612,7.107622,2.560628,14:38:46 07-07-2022,8635301
1481,62c68d92b0b40,8635301,7.085921,2.564534,14:38:58 07-07-2022,4490243
1482,62c68d9eb0f4b,4490243,7.080495,2.565511,14:39:10 07-07-2022,6749605
1483,62c68daabb814,6749605,6.997756,2.580404,14:39:22 07-07-2022,2153318
1484,62c68db6baa88,2153318,7.07507,2.566487,14:39:34 07-07-2022,9285792
1485,62c68dc2ce52d,9285792,7.045231,2.571858,14:39:46 07-07-2022,1794348
1486,62c68dced5677,1794348,7.007253,2.578694,14:39:58 07-07-2022,4207954
1487,62c68ddaca679,4207954,7.241902,2.536458,14:40:10 07-07-2022,7934778
1488,62c68de6ce6f6,7934778,7.426367,2.503254,14:40:22 07-07-2022,753188
1489,62c68df2e2092,753188,7.247327,2.535481,14:40:34 07-07-2022,4673587
1490,62c68dfeda24d,4673587,7.117116,2.558919,14:40:46 07-07-2022,8712297
1491,62c68e0ae3c88,8712297,7.38432,2.510822,14:40:58 07-07-2022,5333685
1492,62c68e16e1520,5333685,7.011322,2.577962,14:41:10 07-07-2022,302961
1493,62c68e22e7056,302961,7.285305,2.528645,14:41:22 07-07-2022,1963804
1494,62c68e2eea895,1963804,7.323285,2.521809,14:41:34 07-07-2022,6480222
1495,62c68e3af32fa,6480222,7.027598,2.575032,14:41:46 07-07-2022,3641043
1496,62c68e470805a,3641043,7.308362,2.524495,14:41:59 07-07-2022,6138315
1497,62c68e5313210,6138315,7.298868,2.526204,14:42:11 07-07-2022,9787235
1498,62c68e5f26d33,9787235,7.164588,2.550374,14:42:23 07-07-2022,08176672
1499,62c68e6b213f4,08176672,7.012676,2.577718,14:42:35 07-07-2022,6892532
1500,62c68e7718e3a,6892532,7.323282,2.521809,14:42:47 07-07-2022,5112206
1501,62c68e83315f0,5112206,7.406022,2.506916,14:42:59 07-07-2022,04225147
1502,62c68eaa1fdac,None,7.081852,2.565267,14:43:38 07-07-2022,5257469
1503,62c68eb62af7f,5257469,7.064219,2.56844,14:43:50 07-07-2022,9916672
1504,62c68ec229d46,9916672,7.198499,2.54427,14:44:02 07-07-2022,629669
1505,62c68ece400c4,629669,7.349055,2.51717,14:44:14 07-07-2022,9166824
1506,62c68eda3b212,9166824,7.378895,2.511799,14:44:26 07-07-2022,6936624
1507,62c68ee63841d,6936624,7.260891,2.53304,14:44:38 07-07-2022,8408573
1508,62c68ef27c209,8408573,7.347696,2.517415,14:44:50 07-07-2022,2305011
1509,62c68efe40bc4,2305011,7.343627,2.518147,14:45:02 07-07-2022,5861007
1510,62c68f0a47f85,5861007,7.354481,2.516193,14:45:14 07-07-2022,6657509
1511,62c68f164b393,6657509,7.369401,2.513508,14:45:26 07-07-2022,8135862
1512,62c68f22515ee,8135862,7.380251,2.511555,14:45:38 07-07-2022,7046863
1513,62c68f2e66274,7046863,7.214776,2.54134,14:45:50 07-07-2022,07294333
1514,62c68f3a65152,07294333,7.058794,2.569417,14:46:02 07-07-2022,01637304
1515,62c68f4667a68,01637304,7.091346,2.563558,14:46:14 07-07-2022,3448627
1516,62c68f526872d,3448627,7.195784,2.544759,14:46:26 07-07-2022,08920074
1517,62c68f5e69c79,08920074,7.140174,2.554769,14:46:38 07-07-2022,4724241
1518,62c68f6a80db6,4724241,7.062863,2.568685,14:46:50 07-07-2022,03998315
1519,62c68f7677df0,03998315,7.107622,2.560628,14:47:02 07-07-2022,8834404
1520,62c68f8277bb8,8834404,7.061507,2.568929,14:47:14 07-07-2022,6716413
1521,62c68f8e84881,6716413,7.198499,2.54427,14:47:26 07-07-2022,4053071
1522,62c68f9a9f7d0,4053071,7.357193,2.515705,14:47:38 07-07-2022,5650348
1523,62c68fc18941c,None,7.243258,2.536213,14:48:17 07-07-2022,2191706
1524,62c68fcd919a4,2191706,7.302938,2.525471,14:48:29 07-07-2022,8718852
1525,62c68fd992b1e,8718852,7.275811,2.530354,14:48:41 07-07-2022,1495988
1526,62c68fe5970a4,1495988,7.080495,2.565511,14:48:53 07-07-2022,6324506
1527,62c68ff1a9af5,6324506,7.324639,2.521565,14:49:05 07-07-2022,2172211
1528,62c68ffda0c9a,2172211,7.270385,2.531331,14:49:17 07-07-2022,5044971
1529,62c69009a55bd,5044971,7.062863,2.568685,14:49:29 07-07-2022,8461689
1530,62c69015b7957,8461689,7.113048,2.559651,14:49:41 07-07-2022,5907455
1531,62c69021aee52,5907455,7.232408,2.538167,14:49:53 07-07-2022,9993562
1532,62c6902db484b,9993562,7.351768,2.516682,14:50:05 07-07-2022,1896275
1533,62c69039be99b,1896275,7.189003,2.545979,14:50:17 07-07-2022,5810313
1534,62c69045d3788,5810313,7.179508,2.547688,14:50:29 07-07-2022,4773802
1535,62c6906cc67c2,None,7.042518,2.572347,14:51:08 07-07-2022,4328023
1536,62c69078ca3dc,4328023,7.245971,2.535725,14:51:20 07-07-2022,06617534
1537,62c69084cf73f,06617534,7.328711,2.520832,14:51:32 07-07-2022,7460798
1538,62c69090d3afd,7460798,7.026242,2.575276,14:51:44 07-07-2022,8795311
1539,62c6909ceb2de,8795311,7.300225,2.525959,14:51:56 07-07-2022,4885876
1540,62c690a8e3d0a,4885876,7.369401,2.513508,14:52:08 07-07-2022,3977218
1541,62c6915bafd95,None,7.022173,2.576009,15:55:07 07-07-2022,04932237
1542,62c6919bf1c68,None,7.153738,2.552327,15:56:11 07-07-2022,9521657
1543,62c691a7f1898,9521657,7.085921,2.564534,15:56:23 07-07-2022,3550855
1544,62c691b405a05,3550855,7.203925,2.543293,15:56:36 07-07-2022,912067
1545,62c691c00d12f,912067,7.302938,2.525471,15:56:48 07-07-2022,3549739
1546,62c691cc1193a,3549739,7.415516,2.505207,15:57:00 07-07-2022,09170162
1547,62c691d811064,09170162,7.486045,2.492512,15:57:12 07-07-2022,4330997
1548,62c691e432422,4330997,7.30294,2.525471,15:57:24 07-07-2022,7869648
1549,62c691f01faa3,7869648,6.882468,2.601156,15:57:36 07-07-2022,6420732
1550,62c691fc1e864,6420732,7.366688,2.513996,15:57:48 07-07-2022,8876271
1551,62c692082a9f7,8876271,6.886537,2.600423,15:58:00 07-07-2022,5433312
1552,62c6921428b38,5433312,7.302938,2.525471,15:58:12 07-07-2022,6254661
1553,62c692202c0d2,6254661,7.247325,2.535481,15:58:24 07-07-2022,6523001
1554,62c6922c36e62,6523001,6.973342,2.584798,15:58:36 07-07-2022,8421274
1555,62c6923836723,8421274,7.229695,2.538655,15:58:48 07-07-2022,6984573
1556,62c692443b194,6984573,6.995046,2.580892,15:59:00 07-07-2022,8481506
1557,62c692503f3df,8481506,7.239187,2.536946,15:59:12 07-07-2022,6514978
1558,62c6925c4a182,6514978,7.041162,2.572591,15:59:24 07-07-2022,3590508
1559,62c692684761a,3590508,7.145599,2.553792,15:59:36 07-07-2022,9909302
1560,62c69274517aa,9909302,7.176795,2.548177,15:59:48 07-07-2022,8641281
1561,62c6928053be2,8641281,7.014032,2.577474,16:00:00 07-07-2022,8770304
1562,62c692a758108,None,7.018104,2.576741,16:00:39 07-07-2022,6968589
1563,62c692b35f120,6968589,7.301581,2.525715,16:00:51 07-07-2022,03989863
1564,62c692bf63d33,03989863,7.00861,2.57845,16:01:03 07-07-2022,2343391
1565,62c692cb68203,2343391,6.965204,2.586263,16:01:15 07-07-2022,226805
1566,62c692d76aba7,226805,7.336846,2.519368,16:01:27 07-07-2022,7264245
1567,62c692e37094d,7264245,7.047943,2.57137,16:01:39 07-07-2022,009541392
1568,62c692ef7acde,009541392,7.01132,2.577962,16:01:51 07-07-2022,4698734
1569,62c692fb784d0,4698734,7.222913,2.539876,16:02:03 07-07-2022,5596948
1570,62c693077e5d2,5596948,7.255466,2.534016,16:02:15 07-07-2022,820504
1571,62c69313899cd,820504,6.997756,2.580404,16:02:27 07-07-2022,4831048
1572,62c6931f87d05,4831048,7.241902,2.536458,16:02:39 07-07-2022,3511398
1573,62c6932b91f0b,3511398,7.149669,2.55306,16:02:51 07-07-2022,01038015
1574,62c6933793507,01038015,7.0493,2.571126,16:03:03 07-07-2022,1117375
1575,62c693439b0de,1117375,7.0493,2.571126,16:03:15 07-07-2022,4093827
1576,62c6934f9ac50,4093827,7.245971,2.535725,16:03:27 07-07-2022,9084721
1577,62c6935ba7f4a,9084721,7.274454,2.530598,16:03:39 07-07-2022,9682188
1578,62c69367a3a7c,9682188,7.133392,2.555989,16:03:51 07-07-2022,5744567
1579,62c69373a8224,5744567,7.058794,2.569417,16:04:03 07-07-2022,1024342
1580,62c6937fb4669,1024342,7.266316,2.532063,16:04:15 07-07-2022,08092189
1581,62c6938bb14d6,08092189,7.033024,2.574056,16:04:27 07-07-2022,3264413
1582,62c69397b8edc,3264413,7.071001,2.56722,16:04:39 07-07-2022,1365523
1583,62c693a3bca08,1365523,7.281236,2.529377,16:04:51 07-07-2022,09932065
1584,62c693afc0f7a,09932065,7.194427,2.545003,16:05:03 07-07-2022,881941
1585,62c693bbd4aba,881941,7.071001,2.56722,16:05:15 07-07-2022,5383952
1586,62c693c7c99e3,5383952,7.113048,2.559651,16:05:27 07-07-2022,7175702
1587,62c693d3ce2bc,7175702,7.098128,2.562337,16:05:39 07-07-2022,8710314
1588,62c693dfd484b,8710314,7.061507,2.568929,16:05:51 07-07-2022,6103588
1589,62c693ebd7211,6103588,6.932652,2.592123,16:06:03 07-07-2022,3486677
1590,62c693f7e6e08,3486677,6.91502,2.595296,16:06:15 07-07-2022,1448611
1591,62c69403e1733,1448611,7.312432,2.523762,16:06:27 07-07-2022,4060039
1592,62c6940fe46ef,4060039,7.353125,2.516438,16:06:39 07-07-2022,1987313
1593,62c6941bef90f,1987313,6.974699,2.584554,16:06:51 07-07-2022,08860695
1594,62c69427f1d91,08860695,6.875686,2.602376,16:07:03 07-07-2022,4806386
1595,62c6943405bee,4806386,7.254109,2.53426,16:07:16 07-07-2022,1155072
1596,62c6944004a9a,1155072,7.335492,2.519611,16:07:28 07-07-2022,1680458
1597,62c6944c07a34,1680458,7.247327,2.535481,16:07:40 07-07-2022,7994765
1598,62c694580e871,7994765,7.278523,2.529866,16:07:52 07-07-2022,4153084
1599,62c694641b2c4,4153084,7.073714,2.566731,16:08:04 07-07-2022,2301115
1600,62c694701b3db,2301115,7.041162,2.572591,16:08:16 07-07-2022,03673649
1601,62c6947c1aa4a,03673649,7.349055,2.51717,16:08:28 07-07-2022,01121175
1602,62c694881fd2f,01121175,7.172726,2.548909,16:08:40 07-07-2022,05645216
1603,62c694942d28f,05645216,7.03438,2.573812,16:08:52 07-07-2022,1492701
1604,62c694a02b3ff,1492701,7.282592,2.529133,16:09:04 07-07-2022,3776491
1605,62c694ac306bb,3776491,7.054725,2.570149,16:09:16 07-07-2022,3311303
1606,62c694b841160,3311303,6.905525,2.597005,16:09:28 07-07-2022,1146886
1607,62c694c43f791,1146886,7.328711,2.520832,16:09:40 07-07-2022,615838
1608,62c694d0438f5,615838,7.368044,2.513752,16:09:52 07-07-2022,2818669
1609,62c694dc4859a,2818669,6.939434,2.590902,16:10:04 07-07-2022,9669724
1610,62c694e84aca9,9669724,7.292087,2.527424,16:10:16 07-07-2022,31712
1611,62c694f44af98,31712,6.954353,2.588216,16:10:28 07-07-2022,5918877
1612,62c6950050765,5918877,6.928583,2.592855,16:10:40 07-07-2022,5219089
1613,62c6950c596ea,5219089,6.942146,2.590414,16:10:52 07-07-2022,05634034
1614,62c695185a952,05634034,6.952997,2.58846,16:11:04 07-07-2022,8775121
1615,62c69524604e5,8775121,6.995044,2.580892,16:11:16 07-07-2022,6544756
1616,62c6953063968,6544756,7.22427,2.539631,16:11:28 07-07-2022,1218177
1617,62c6953c6f166,1218177,7.324641,2.521564,16:11:40 07-07-2022,3298079
1618,62c695486acc4,3298079,7.22698,2.539144,16:11:52 07-07-2022,5926175
1619,62c695547ec9f,5926175,7.024883,2.575521,16:12:04 07-07-2022,4900999
1620,62c69560785dd,4900999,7.225626,2.539387,16:12:16 07-07-2022,6272892
1621,62c6956c82c88,6272892,7.39924,2.508137,16:12:28 07-07-2022,03368247
1622,62c6959382f6b,None,7.114404,2.559407,16:13:07 07-07-2022,7866961
1623,62c6959f87de0,7866961,7.319213,2.522542,16:13:19 07-07-2022,5310816
1624,62c695ab8acd5,5310816,7.401953,2.507648,16:13:31 07-07-2022,4622277
1625,62c695b78ebff,4622277,7.42501,2.503498,16:13:43 07-07-2022,7004539
1626,62c695c394834,7004539,7.407378,2.506672,16:13:55 07-07-2022,9137514
1627,62c695cf9a980,9137514,7.380251,2.511555,16:14:07 07-07-2022,7075915
1628,62c695db9e11d,7075915,7.240543,2.536702,16:14:19 07-07-2022,3281388
1629,62c695e7a44c7,3281388,7.038449,2.573079,16:14:31 07-07-2022,1198113
1630,62c695f3aee2a,1198113,7.0493,2.571126,16:14:43 07-07-2022,5183778
1631,62c695ffafc2f,5183778,7.267673,2.531819,16:14:55 07-07-2022,4022652
1632,62c6960bb0654,4022652,7.258178,2.533528,16:15:07 07-07-2022,9438792
1633,62c69617bdbed,9438792,7.247327,2.535481,16:15:19 07-07-2022,7240859
1634,62c69623bafee,7240859,7.206635,2.542806,16:15:31 07-07-2022,9539867
1635,62c6962fbe783,9539867,6.920445,2.59432,16:15:43 07-07-2022,08975887
1636,62c6963be6524,08975887,6.997759,2.580403,16:15:55 07-07-2022,574555
1637,62c69647c9b30,574555,7.41009,2.506184,16:16:07 07-07-2022,2629088
1638,62c69653cd5da,2629088,7.038449,2.573079,16:16:19 07-07-2022,8742019
1639,62c6965fd432d,8742019,7.275811,2.530354,16:16:31 07-07-2022,4727354
1640,62c6966bd7551,4727354,6.923158,2.593832,16:16:43 07-07-2022,3437198
1641,62c69677dcb63,3437198,7.396527,2.508625,16:16:55 07-07-2022,7538545
1642,62c69683e26cf,7538545,6.96656,2.586019,16:17:07 07-07-2022,1264828
1643,62c6968fe47b1,1264828,6.866107,2.604101,16:17:19 07-07-2022,5917679
1644,62c6969bf3cc1,5917679,7.087277,2.56429,16:17:31 07-07-2022,1831437
1645,62c696a7ee400,1831437,7.144243,2.554036,16:17:43 07-07-2022,9545985
1646,62c696b3f1e6d,9545985,6.927227,2.593099,16:17:55 07-07-2022,4586699
1647,62c696c00381a,4586699,6.98148,2.583333,16:18:08 07-07-2022,4967843
1648,62c696cc09c2a,4967843,7.388389,2.51009,16:18:20 07-07-2022,9519035
1649,62c696d80e5e9,9519035,7.091346,2.563558,16:18:32 07-07-2022,6208529
1650,62c696e41977e,6208529,6.860766,2.605062,16:18:44 07-07-2022,5813632
1651,62c696f01662f,5813632,6.875686,2.602376,16:18:56 07-07-2022,8068501
1652,62c696fc1c85d,8068501,6.882468,2.601156,16:19:08 07-07-2022,5709119
1653,62c697082261b,5709119,6.906882,2.596761,16:19:20 07-07-2022,09584904
1654,62c6971428ec1,09584904,7.315145,2.523274,16:19:32 07-07-2022,2301567
1655,62c6972028965,2301567,7.248684,2.535237,16:19:44 07-07-2022,6246585
1656,62c6972c5be18,6246585,6.974699,2.584554,16:19:56 07-07-2022,495146
1657,62c697383376a,495146,7.000472,2.579915,16:20:08 07-07-2022,5075641
1658,62c6975f3b7f8,None,7.123898,2.557698,16:20:47 07-07-2022,6091734
1659,62c6976b3ef6f,6091734,6.906882,2.596761,16:20:59 07-07-2022,8809532
1660,62c6977745229,8809532,6.9001,2.597982,16:21:11 07-07-2022,1632746
1661,62c6978347fbb,1632746,6.894675,2.598958,16:21:23 07-07-2022,5615458
1662,62c6978f4cc24,5615458,6.927224,2.5931,16:21:35 07-07-2022,4746959
1663,62c6979b4f871,4746959,7.042518,2.572347,16:21:47 07-07-2022,9076122
1664,62c697a762df0,9076122,6.919089,2.594564,16:21:59 07-07-2022,1733785
1665,62c697b35bb65,1733785,6.852628,2.606527,16:22:11 07-07-2022,9043884
1666,62c697bf5da5d,9043884,7.309719,2.524251,16:22:23 07-07-2022,7598774
1667,62c697cb6575b,7598774,7.163235,2.550618,16:22:35 07-07-2022,3718599
1668,62c697d769dcc,3718599,7.225626,2.539387,16:22:47 07-07-2022,1309658
1669,62c697e3847cd,1309658,6.976055,2.58431,16:22:59 07-07-2022,7518148
1670,62c697ef780fb,7518148,7.222913,2.539876,16:23:11 07-07-2022,383993
1671,62c697fb767e2,383993,7.081852,2.565267,16:23:23 07-07-2022,8170032
1672,62c698077d11c,8170032,6.885178,2.600668,16:23:35 07-07-2022,5950588
1673,62c69813aec8f,5950588,7.251397,2.534749,16:23:47 07-07-2022,9237214
1674,62c6981f8bbb9,9237214,7.288018,2.528157,16:23:59 07-07-2022,8991584
1675,62c6982b8fec2,8991584,7.277167,2.53011,16:24:11 07-07-2022,1249865
